"C5_Fe_NO_1" "C5_Fe_NO_2" "C6_Fe_NO_1" "C6_Fe_NO_2" "C5_Fe_YES_1" "C5_Fe_YES_2" "C6_Fe_YES_1" "C6_Fe_YES_2"
"Rv3027c" 568 774 18 30 576 613 23 24
"Rv3028c" 5013 8520 73 133 7457 6253 185 252
"Rv3029c" 8269 9982 181 248 10010 8786 368 402
"Rv3030" 1597 1835 33 36 1805 1440 28 31
"Rv3031" 2014 2686 22 38 2375 2075 34 60
"Rv3032A" 289 278 6 3 216 190 3 1
"Rv3032" 1185 1645 4 24 1233 1249 16 25
"Rv3033" 169 167 13 17 162 128 19 11
"Rv3034c" 1347 1586 189 158 1481 1148 246 230
"Rv3035" 916 1318 57 78 1121 1180 114 158
"Rv3036c" 1267 1541 153 91 1329 1014 92 88
"Rv3037c" 1581 2251 78 65 1593 1265 55 74
"Rv3038c" 3755 4324 257 243 3833 3007 204 242
"Rv3039c" 402 584 6 17 463 426 21 30
"Rv3040c" 779 1005 22 26 933 866 31 41
"Rv3041c" 891 1165 32 34 1100 1007 54 46
"Rv3042c" 5252 5736 74 72 5624 4248 120 165
"Rv3043c" 9530 9440 258 143 10356 7409 391 397
"Rv3044" 2386 3065 82 84 2744 2384 218 209
"Rv3045" 8078 9252 141 135 9413 8075 321 347
"Rv3046c" 535 484 204 91 484 244 162 129
"Rv3047c" 382 459 128 94 376 341 53 27
"Rv3048c" 4866 4888 996 749 5269 4023 417 394
"Rv3049c" 21363 22160 2293 1637 23407 17313 1586 1484
"Rv3050c" 8568 8343 1036 720 8678 6342 1384 1451
"Rv3051c" 44274 45611 7319 4825 46450 33788 8490 7973
"Rv3052c" 8029 8336 2156 1893 7816 6005 1942 1956
"Rv3053c" 9082 8824 2355 2027 8787 6740 1636 1537
"Rv3054c" 24 46 8 6 49 22 4 4
"Rv3055" 375 405 28 28 379 256 38 42
"Rv3056" 630 678 24 23 602 497 30 53
"Rv3057c" 1641 1673 64 73 1748 1137 103 107
"Rv3058c" 1960 2188 187 122 1948 1492 231 285
"Rv3059" 2161 2180 92 59 2226 1790 183 186
"Rv3060c" 1738 2132 217 299 1788 1383 535 510
"Rv3061c" 3053 3757 303 455 2992 2265 742 727
"Rv3062" 769 1010 89 140 901 827 170 153
"Rv3063" 1137 1235 28 18 1226 894 58 54
"Rv3064c" 280 266 42 36 265 189 59 63
"Rv3065" 107 111 10 20 113 122 35 42
"Rv3066" 196 241 12 31 201 154 52 68
"Rv3067" 149 144 15 14 175 142 20 33
"Rv3068c" 699 960 14 13 871 708 28 38
"Rv3069" 465 404 24 14 484 304 46 26
"Rv3070" 143 107 8 1 140 87 9 13
"Rv3071" 473 419 14 22 473 322 33 30
"Rv3072c" 456 494 19 13 452 306 23 34
"Rv3073c" 117 135 12 6 117 78 11 11
"Rv3074" 887 1400 108 153 1119 1178 60 87
"Rv3075c" 7454 8176 122 93 7811 5685 450 524
"Rv3076" 110 147 5 3 129 128 14 15
"Rv3077" 753 861 20 10 885 728 26 40
"Rv3078" 264 255 6 2 311 204 9 6
"Rv3079c" 211 252 43 33 250 189 101 113
"Rv3080c" 968 1304 215 179 1072 894 659 785
"Rv3081" 332 375 49 38 365 270 70 49
"Rv3082c" 89 125 15 7 120 71 10 17
"Rv3083" 2389 2403 362 455 1819 1451 353 511
"Rv3084" 549 710 70 89 406 440 82 92
"Rv3085" 483 562 48 53 415 291 58 92
"Rv3086" 2349 2944 393 431 2128 1842 589 793
"Rv3087" 1095 1358 235 320 994 771 457 576
"Rv3088" 1141 1232 256 281 955 707 428 627
"Rv3089" 1563 1657 458 464 1275 992 699 765
"Rv3090" 293 225 4 4 315 221 21 19
"Rv3091" 1602 2143 97 76 2068 1625 150 210
"Rv3092c" 3747 5771 123 109 4297 3821 150 197
"Rv3093c" 3434 5891 23 37 4111 4284 29 68
"Rv3094c" 3439 5497 13 23 4306 3501 39 44
"Rv3095" 1899 2023 112 115 1857 1344 125 129
"Rv3096" 3282 3317 96 79 3390 2410 123 111
"Rv3097c" 122 125 72 36 111 92 22 20
"Rv3098c" 263 232 455 258 254 170 169 161
"Rv3098A" 980 981 125 78 1016 718 164 171
"Rv3099c" 2920 3119 79 78 3139 2180 200 200
"Rv3100c" 618 619 40 31 571 346 36 39
"Rv3101c" 1938 1825 148 114 1871 1420 168 141
"Rv3102c" 836 861 95 73 862 681 88 76
"Rv3103c" 277 431 13 17 363 390 16 26
"Rv3104c" 3065 3854 124 96 3571 2771 127 134
"Rv3105c" 2206 2520 225 160 2688 2043 216 208
"Rv3106" 697 850 20 14 869 685 53 46
"Rv3107c" 1061 1202 37 54 1195 843 57 73
"Rv3108" 47 31 1 0 39 28 0 0
"Rv3109" 293 298 0 0 247 206 1 1
"Rv3110" 72 85 2 2 66 51 1 3
"Rv3111" 66 73 0 4 62 62 1 1
"Rv3112" 27 39 1 1 52 48 1 2
"Rv3113" 79 95 5 1 91 60 8 2
"Rv3114" 50 54 1 1 43 27 2 3
"Rv3115" 0 2 0 0 0 3 0 0
"Rv3116" 2093 2000 52 40 2258 1544 116 94
"Rv3117" 0 0 0 0 0 0 0 0
"Rv3118" 47 64 0 0 71 31 0 1
"Rv3119" 1550 1474 12 11 1593 1109 30 41
"Rv3120" 2023 2026 24 19 2139 1384 44 46
"Rv3121" 2882 2712 35 26 2587 1886 62 58
"Rv3122" 536 927 15 28 728 577 13 22
"Rv3123" 81 120 8 24 86 105 5 8
"Rv3124" 271 280 35 42 242 249 47 37
"Rv3125c" 446 691 25 14 480 338 13 29
"Rv3126c" 13 31 15 7 24 10 14 26
"Rv3127" 22684 22321 8103 2119 18368 12658 10405 11309
"Rv3130c" 43425 41082 89861 31819 34642 24719 71582 81328
"Rv3131" 25956 29593 59494 26215 21750 16745 65902 79478
"Rv3132c" 8539 9749 5370 2162 8685 6937 6310 7343
"Rv3133c" 5813 7045 2739 1044 5579 4461 3342 3886
"Rv3134c" 12516 16790 5210 2881 11512 9901 5746 7037
"Rv3135" 1756 1878 190 135 2290 1944 428 371
"Rv3136" 6254 7333 115 162 8862 7557 477 512
"Rv3136A" 164 159 17 7 195 125 10 19
"Rv3137" 1017 1241 21 17 1246 910 37 43
"Rv3138" 877 953 128 41 917 677 59 58
"Rv3139" 10839 12071 2981 3261 11464 9237 3010 3534
"Rv3140" 13974 14131 3575 2385 13949 9912 2717 2675
"Rv3141" 4265 5064 201 170 4542 3549 216 244
"Rv3142c" 2072 1964 354 186 1966 1522 267 242
"Rv3143" 76 95 5 15 101 54 12 10
"Rv3144c" 3600 4950 91 113 4205 3375 135 163
"Rv3145" 6369 7689 18 14 7359 5322 77 94
"Rv3146" 4220 4806 8 10 4761 3848 78 82
"Rv3147" 5384 6201 17 11 6292 5229 84 109
"Rv3148" 14905 16104 50 25 16382 13575 175 203
"Rv3149" 5980 7665 12 15 6820 6225 81 102
"Rv3150" 7968 10158 24 21 9155 7452 112 110
"Rv3151" 21607 35662 56 91 26323 26304 340 481
"Rv3152" 17418 19243 40 49 17776 14970 191 231
"Rv3153" 7658 9807 16 16 8739 7273 75 99
"Rv3154" 6757 7639 18 25 6987 5561 156 150
"Rv3155" 625 1024 0 4 699 759 7 13
"Rv3156" 28005 38243 80 67 30466 26076 322 339
"Rv3157" 20400 23685 49 59 21451 16917 210 276
"Rv3158" 13828 15665 81 84 13942 10879 209 199
"Rv3159c" 1889 2791 1157 1350 1801 1952 539 531
"Rv3160c" 1930 2271 2493 2685 1753 1500 1366 1232
"Rv3161c" 3749 4129 10629 10361 3494 2608 5426 4898
"Rv3162c" 218 304 12 3 229 208 9 10
"Rv3163c" 1079 1275 19 19 1094 897 40 51
"Rv3164c" 762 833 33 22 749 611 42 52
"Rv3165c" 88 130 6 5 104 92 2 6
"Rv3166c" 296 369 30 21 331 229 30 32
"Rv3167c" 44 94 8 9 72 54 8 6
"Rv3168" 135 170 5 17 148 123 24 16
"Rv3169" 386 373 18 21 408 281 30 22
"Rv3170" 993 1458 54 60 1228 1058 90 116
"Rv3171c" 5206 5542 189 150 5541 4115 337 319
"Rv3172c" 398 383 62 66 354 359 46 75
"Rv3173c" 2996 3321 232 185 3148 1931 354 310
"Rv3174" 63 78 23 27 76 43 12 15
"Rv3175" 56 78 11 9 64 54 6 13
"Rv3176c" 312 369 141 172 274 284 114 142
"Rv3177" 25 25 11 10 19 26 3 3
"Rv3178a" 0 0 0 0 0 1 0 0
"Rv3178" 3 2 0 1 3 3 0 1
"Rv3179" 172 216 43 29 234 153 70 58
"Rv3180c" 161 173 17 20 150 138 21 31
"Rv3181c" 32 38 8 6 50 22 2 6
"Rv3182" 197 249 28 47 192 196 54 55
"Rv3183" 66 70 4 13 59 66 37 23
"Rv3188" 148 127 64 37 179 85 36 67
"Rv3189" 126 138 55 43 130 94 48 38
"Rv3190c" 2437 2308 78 51 2603 1766 72 68
"Rv3190A" 1278 1548 53 40 1476 1240 24 29
"Rv3191c" 103 115 6 7 121 81 6 16
"Rv3192" 31 18 5 8 20 12 23 21
"Rv3193c" 15851 15666 410 317 16151 12202 1015 853
"Rv3194c" 1073 1057 29 25 1173 934 62 61
"Rv3195" 533 626 138 136 563 489 215 216
"Rv3196" 34 47 3 3 55 25 0 3
"Rv3196A" 194 199 9 6 231 134 13 13
"Rv3197" 6635 7559 3497 3412 6780 5527 2742 2527
"Rv3197A" 194 224 29 36 161 142 50 38
"Rv3198c" 2468 3547 118 149 3006 2451 150 186
"Rv3198A" 460 479 11 10 496 393 24 20
"Rv3199c" 1653 2029 34 21 1952 1530 47 65
"Rv3200c" 3935 4775 81 76 4652 3846 121 131
"Rv3201c" 1415 2075 22 26 1752 1695 28 43
"Rv3202c" 1705 3013 29 39 2443 2518 44 53
"Rv3202a" 166 193 35 40 168 130 42 28
"Rv3203" 202 266 49 32 270 200 30 35
"Rv3204" 267 284 42 41 282 232 41 57
"Rv3205c" 4257 5181 237 246 4692 3462 401 452
"Rv3206c" 6232 6070 864 750 6110 4857 595 545
"Rv3207c" 5556 6062 438 283 6282 4571 522 525
"Rv3208A" 1126 1101 11 10 1333 849 36 50
"Rv3208" 1986 2307 92 112 2167 1582 217 206
"Rv3209" 3864 4465 133 79 4021 3256 268 251
"Rv3210c" 986 1132 41 27 1040 670 35 54
"Rv3211" 21539 32011 506 520 27015 26817 1402 1549
"Rv3212" 11317 16397 166 137 14167 14519 344 515
"Rv3213c" 4168 3983 89 68 4496 3377 249 254
"Rv3214" 783 797 45 34 824 589 88 79
"Rv3215" 975 1099 28 22 1119 899 54 50
"Rv3217c" 1294 1502 107 55 1369 862 134 107
"Rv3218" 287 292 6 4 336 229 8 13
"Rv3219" 2811 3641 2641 3008 3291 2642 2064 2048
"Rv3220c" 12035 13040 161 192 12879 9581 422 442
"Rv3221c" 1053 1281 37 39 1142 935 71 71
"Rv3221A" 850 831 64 63 837 581 60 78
"Rv3222c" 2250 2825 66 78 2733 1744 110 142
"Rv3223c" 3428 4080 190 185 4228 3341 208 254
"Rv3224" 6806 7565 46 32 8141 6332 141 148
"Rv3225c" 2057 2558 176 166 2465 1877 290 340
"Rv3226c" 596 704 54 40 728 560 35 37
"Rv3227" 920 1401 52 64 1232 1110 79 81
"Rv3228" 300 454 17 24 377 313 15 46
"Rv3229c" 31616 34167 10076 10325 33652 24146 8462 7926
"Rv3230c" 5324 6696 7923 6598 6018 4611 4788 5304
"Rv3231c" 378 450 6 10 364 228 8 14
"Rv3232c" 2355 2649 62 53 2667 1916 103 89
"Rv3234c" 2988 3733 62 60 3390 2741 117 119
"Rv3235" 187 244 25 17 181 154 29 23
"Rv3236c" 2508 3733 122 114 2672 2387 231 240
"Rv3237c" 675 890 163 111 669 605 176 173
"Rv3238c" 1158 1150 175 76 1117 766 143 152
"Rv3239c" 1614 2065 110 72 1686 1353 96 80
"Rv3240c" 9543 10147 992 640 10983 8015 937 953
"Rv3241c" 4869 4582 520 343 4986 3307 645 581
"Rv3242c" 534 739 37 24 673 435 42 55
"Rv3243c" 1303 1477 85 45 1344 1020 110 144
"Rv3244c" 9601 12805 477 402 11181 9272 983 1268
"Rv3245c" 16565 17512 1044 768 17020 13397 2182 2792
"Rv3246c" 17046 17298 600 373 18127 12270 1215 1294
"Rv3247c" 1458 2069 24 45 1620 1289 31 57
"Rv3248c" 18816 21361 825 1470 21023 18201 871 958
"Rv3249c" 5424 6471 1222 1668 5725 4291 509 465
"Rv3250c" 174 226 46 88 197 164 19 19
"Rv3251c" 100 161 16 59 103 118 6 19
"Rv3252c" 7010 8528 3424 5293 6936 5547 1787 1781
"Rv3253c" 1075 1268 9 7 1294 917 21 13
"Rv3254" 1489 1516 142 83 1556 1092 143 105
"Rv3255c" 3704 4452 53 37 4003 3056 87 96
"Rv3256c" 2668 4073 25 20 3322 2705 64 97
"Rv3257c" 8447 12616 149 128 9969 9079 239 288
"Rv3258c" 1811 2528 18 22 2215 1418 36 42
"Rv3259" 161 226 2 10 175 135 11 12
"Rv3260c" 7152 7142 522 340 7997 5878 250 240
"Rv3261" 1591 1838 40 28 1752 1477 73 71
"Rv3262" 880 1217 6 15 1338 850 31 17
"Rv3263" 1054 1114 29 31 1073 846 29 44
"Rv3264c" 6448 7155 172 119 7315 5537 203 231
"Rv3265c" 2395 3503 36 58 2768 2749 63 107
"Rv3266c" 2839 3947 148 153 3412 2641 205 257
"Rv3267" 10207 12190 208 189 11888 10327 425 393
"Rv3268" 3168 4622 106 114 3849 3638 169 156
"Rv3269" 3627 4866 5587 7169 3286 3057 3157 3305
"Rv3270" 16183 21082 56243 51373 14938 13034 13981 15298
"Rv3271c" 1484 2436 37 28 2131 1980 39 62
"Rv3272" 3504 3912 919 954 3917 3253 283 310
"Rv3273" 11937 12186 778 521 12446 9005 305 339
"Rv3274c" 5218 5459 177 132 5949 4770 178 238
"Rv3275c" 1242 1969 30 12 1556 1522 28 46
"Rv3276c" 2769 4606 48 32 3592 3664 69 74
"Rv3277" 2818 2933 190 189 2873 2245 357 290
"Rv3278c" 207 206 19 9 238 201 18 11
"Rv3279c" 454 646 26 22 537 460 36 34
"Rv3280" 8585 8596 116 114 9674 7380 291 250
"Rv3281" 3201 3368 46 37 3580 2581 88 92
"Rv3282" 2120 2443 8 6 2279 1581 38 19
"Rv3283" 8755 8788 1198 674 9083 6873 1243 1197
"Rv3284" 3066 3510 379 272 3143 2349 368 393
"Rv3285" 14397 22302 577 605 18410 15109 843 1190
"Rv3286c" 594 731 560 596 612 461 729 713
"Rv3287c" 491 577 1011 1087 559 421 1920 2088
"Rv3288c" 587 536 2175 2582 554 371 5143 5055
"Rv3289c" 129 144 864 1040 126 60 2696 2395
"Rv3290c" 3800 3043 35598 38256 3107 1926 87634 86847
"Rv3291c" 168 196 7 4 171 132 18 13
"Rv3292" 1124 1222 145 177 1394 909 564 505
"Rv3293" 1422 2074 74 109 1739 1427 236 259
"Rv3294c" 10 10 8 2 9 9 4 15
"Rv3295" 6898 7592 153 167 7136 5288 481 383
"Rv3296" 4586 7378 177 158 5525 5000 161 192
"Rv3297" 581 840 21 21 690 743 19 15
"Rv3298c" 1078 1352 11 5 1148 900 23 32
"Rv3299c" 6337 7307 70 81 7100 5674 221 221
"Rv3300c" 768 1178 9 17 894 830 30 43
"Rv3301c" 1388 1602 43 20 1602 1234 61 79
"Rv3302c" 3190 3724 51 53 3670 2906 122 143
"Rv3303c" 2029 2739 46 47 2754 2385 132 141
"Rv3304" 466 417 19 9 499 394 46 37
"Rv3305c" 2214 2600 45 46 2359 2084 78 125
"Rv3306c" 3358 4859 73 63 3894 3747 182 243
"Rv3307" 1490 2140 24 35 1861 1820 41 60
"Rv3308" 1482 2235 14 11 1888 1754 22 31
"Rv3309c" 146 173 73 37 184 135 48 56
"Rv3310" 1790 1695 53 37 1748 1238 57 34
"Rv3311" 2094 2201 26 34 2341 1701 58 58
"Rv3312b" 166 169 49 46 122 93 45 31
"Rv3312A" 825 1121 150 103 897 757 192 142
"Rv3312c" 688 817 83 93 694 577 95 98
"Rv3313c" 1315 1439 55 44 1421 998 58 59
"Rv3314c" 800 992 12 7 895 769 24 35
"Rv3315c" 172 255 0 3 204 196 9 2
"Rv3316" 635 652 18 8 718 460 27 35
"Rv3317" 787 836 17 7 794 716 30 15
"Rv3318" 1936 2495 41 32 2377 2125 79 86
"Rv3319" 1413 1335 18 6 1451 988 30 44
"Rv3320c" 1680 1406 20 20 1642 1157 39 28
"Rv3321c" 154 152 3 2 134 90 6 9
"Rv3322c" 329 382 16 10 324 251 29 23
"Rv3323c" 368 419 40 61 337 255 88 40
"Rv3324c" 114 142 4 6 116 86 2 16
"Rv3327" 62 83 2 1 57 51 3 10
"Rv3328c" 939 1556 40 46 1148 1106 74 89
"Rv3329" 2251 2517 40 51 2657 1974 114 96
"Rv3330" 1455 2293 22 20 1942 1748 46 53
"Rv3331" 1600 2138 44 46 1952 1483 96 110
"Rv3332" 1181 2209 12 32 1513 1499 26 45
"Rv3333c" 58 102 6 6 95 92 11 21
"Rv3334" 265 261 181 252 290 212 204 171
"Rv3335c" 3133 3282 17 15 3194 2366 43 64
"Rv3336c" 6081 6432 49 34 6257 4471 147 146
"Rv3339c" 5156 5743 146 147 5289 4027 352 356
"Rv3340" 1199 1461 298 244 1331 1240 613 609
"Rv3341" 874 1351 112 150 1264 1157 336 484
"Rv3342" 524 719 74 84 729 693 171 287
"Rv3343c" 6773 7473 128 115 7173 6281 191 187
"Rv3344c" 1 26 1 0 4 21 0 1
"Rv3345c" 59 245 3 8 95 177 4 9
"Rv3346c" 102 136 15 2 97 78 6 4
"Rv3347c" 12169 13633 1230 991 13205 11364 1958 1988
"Rv3348" 29 60 0 1 45 24 1 0
"Rv3349c" 74 117 1 8 117 95 3 4
"Rv3350c" 3719 4495 114 91 4269 3991 163 172
"Rv3351c" 64 74 1 3 70 67 1 6
"Rv3352c" 131 163 3 7 138 121 5 2
"Rv3353c" 63 63 2 4 84 76 3 7
"Rv3354" 146 163 144 115 144 106 139 152
"Rv3355c" 203 270 18 4 220 225 20 18
"Rv3356c" 1751 2369 75 53 2020 1656 89 103
"Rv3357" 23 27 4 6 25 24 6 5
"Rv3358" 17 38 1 4 25 16 3 3
"Rv3359" 97 109 15 18 91 71 21 18
"Rv3360" 233 239 34 26 231 190 47 79
"Rv3361c" 923 1049 5 13 948 696 17 15
"Rv3362c" 802 886 18 22 805 617 32 18
"Rv3363c" 185 227 6 1 207 142 3 11
"Rv3364c" 208 440 5 5 308 272 7 17
"Rv3365c" 5553 8505 143 292 6947 6358 390 423
"Rv3366" 398 535 8 7 460 361 14 18
"Rv3367" 670 1258 52 80 906 1038 124 167
"Rv3368c" 371 404 6 17 421 394 11 26
"Rv3369" 777 933 18 20 845 651 38 37
"Rv3370c" 501 895 276 507 714 753 217 354
"Rv3371" 826 1076 2017 2778 884 612 4064 3918
"Rv3372" 825 1278 81 248 1117 943 252 284
"Rv3373" 734 891 24 46 965 757 42 35
"Rv3375" 1063 1302 6 9 1325 1076 17 17
"Rv3376" 6128 6294 34 28 5913 4345 154 104
"Rv3377c" 1643 1632 24 17 1748 1267 32 44
"Rv3378c" 419 429 10 3 496 364 14 6
"Rv3379c" 243 252 3 8 265 191 12 22
"Rv3382c" 2474 2579 75 61 2370 1696 105 71
"Rv3383c" 3157 3405 121 100 3020 2273 125 133
"Rv3384c" 369 499 48 64 371 375 126 126
"Rv3385c" 263 337 24 31 306 226 35 46
"Rv3386" 142 228 3 4 178 170 13 7
"Rv3387" 113 114 3 2 113 129 11 9
"Rv3388" 79 261 2 1 103 182 1 9
"Rv3389c" 2391 3462 32 48 3273 2721 87 121
"Rv3390" 474 488 66 61 483 338 60 57
"Rv3391" 841 1336 110 140 1054 926 119 106
"Rv3392c" 1004 1012 26 34 1076 787 70 58
"Rv3393" 583 830 18 19 720 587 65 53
"Rv3394c" 201 440 13 32 275 343 21 21
"Rv3395c" 291 457 20 28 362 361 28 25
"Rv3395A" 49 47 3 3 44 23 2 3
"Rv3396c" 5301 6282 67 71 6057 4875 307 300
"Rv3397c" 713 794 3 3 687 488 11 13
"Rv3398c" 787 840 4 1 833 586 16 11
"Rv3399" 483 624 4 8 554 496 16 16
"Rv3400" 2298 2983 25 38 2545 2176 157 134
"Rv3401" 6451 9309 50 46 7973 7419 200 201
"Rv3402c" 279 332 1218 1075 190 147 52 43
"Rv3403c" 1429 1561 1775 1447 1504 1178 102 96
"Rv3404c" 1099 1111 114 77 1173 882 125 120
"Rv3405c" 259 261 49 83 259 207 59 65
"Rv3406" 197 180 56 48 212 166 23 22
"Rv3407" 7489 8133 554 372 8163 6136 611 649
"Rv3408" 19069 21359 1060 867 20017 15914 1748 1801
"Rv3409c" 2804 3051 332 307 3092 2686 866 1099
"Rv3410c" 1224 1958 139 174 1529 1449 309 448
"Rv3411c" 8869 11933 1298 989 10283 8428 1745 2052
"Rv3412" 5328 5541 2622 2237 5385 4144 2642 2490
"Rv3413c" 2751 3922 148 107 3437 2682 123 182
"Rv3414c" 4023 4670 211 102 4585 3460 159 162
"Rv3415c" 111 155 3 13 122 124 11 10
"Rv3416" 541 627 354 276 557 382 491 385
"Rv3417c" 8378 9019 781 1747 10384 8435 1325 1435
"Rv3418c" 1676 2537 194 651 2264 2107 356 386
"Rv3419c" 3657 6242 33 72 4751 4759 108 144
"Rv3420c" 1150 1790 51 38 1441 1499 101 116
"Rv3421c" 893 1440 9 11 1209 944 23 42
"Rv3422c" 742 1213 2 4 988 853 15 18
"Rv3423c" 2970 3881 28 45 3273 2878 101 106
"Rv3424c" 63 74 3 2 67 71 10 24
"Rv3425" 394 425 41 54 460 370 64 63
"Rv3426" 1193 1065 18 25 1354 976 45 26
"Rv3427c" 1263 1472 8 6 1245 1018 45 39
"Rv3428c" 102 102 6 3 69 52 5 1
"Rv3429" 4086 5142 57 66 4438 3592 95 88
"Rv3430a" 217 371 1 8 258 148 13 12
"Rv3430c" 517 580 15 15 582 369 63 54
"Rv3432c" 1392 1647 16 19 1541 1257 65 50
"Rv3433c" 350 1015 8 18 545 715 33 76
"Rv3434c" 610 621 17 21 558 515 32 35
"Rv3435c" 2406 2263 220 132 2512 1640 235 203
"Rv3436c" 2725 3464 292 304 3457 2870 233 317
"Rv3437" 248 313 71 49 331 195 30 49
"Rv3438" 639 896 59 84 825 794 76 89
"Rv3439c" 873 1354 23 37 1125 1086 51 52
"Rv3440c" 162 320 5 6 230 204 10 16
"Rv3441c" 2613 5118 83 115 3671 3345 144 188
"Rv3442c" 1878 2230 40 85 2538 2051 140 149
"Rv3443c" 1816 2295 79 123 2393 2069 176 151
"Rv3444c" 47 51 1 1 51 34 1 1
"Rv3445c" 41 41 8 0 38 24 2 0
"Rv3446c" 32 55 1 1 37 46 2 2
"Rv3447c" 134 154 1 1 145 119 5 2
"Rv3448" 47 64 4 3 69 38 1 4
"Rv3449" 60 69 2 0 86 62 8 5
"Rv3450c" 384 569 45 62 484 381 85 80
"Rv3451" 717 924 142 79 740 564 167 170
"Rv3452" 403 511 36 20 462 405 39 38
"Rv3455c" 2966 3911 249 205 3339 2511 322 364
"Rv3456c" 8725 9446 601 490 9738 7271 827 881
"Rv3457c" 15472 15411 1409 1104 16756 12348 1788 1889
"Rv3458c" 6136 7155 661 846 7312 6171 1191 1316
"Rv3459c" 2966 3162 287 344 3886 2707 680 485
"Rv3460c" 4952 5213 777 875 5695 4722 1601 1416
"Rv3461c" 3251 3332 581 475 3758 2967 806 670
"Rv3462c" 5374 7109 1104 896 6410 6186 1376 1319
"Rv3463" 218 253 8 14 256 195 19 20
"Rv3464" 6231 6317 74 86 6387 5010 174 170
"Rv3465" 2436 2414 27 26 2481 1708 42 64
"Rv3466" 149 187 7 10 146 131 2 10
"Rv3467" 18 23 0 1 10 32 0 0
"Rv3468c" 290 391 13 12 318 271 16 15
"Rv3469c" 213 272 8 1 266 218 7 6
"Rv3470c" 287 286 9 19 329 241 18 26
"Rv3471c" 5 9 3 1 6 10 3 0
"Rv3472" 152 173 16 11 165 97 8 14
"Rv3473c" 12 12 0 2 10 9 0 3
"Rv3476c" 455 437 10 7 517 355 16 14
"Rv3477" 4106 5322 239 245 4840 4243 359 398
"Rv3478" 13592 19699 426 640 17214 15258 866 1179
"Rv3479" 6872 7377 248 217 6951 5697 410 414
"Rv3480c" 2071 2327 106 85 2391 2000 311 303
"Rv3481c" 303 310 15 19 345 225 12 16
"Rv3482c" 1417 1356 55 33 1483 1041 52 76
"Rv3483c" 622 881 53 63 843 683 54 95
"Rv3484" 2909 3286 443 545 3071 2324 596 579
"Rv3485c" 3437 3799 63 69 3406 2600 80 83
"Rv3486" 323 374 19 12 369 287 31 33
"Rv3487c" 11872 12050 814 677 11552 8192 968 845
"Rv3488" 148 186 7 14 172 133 9 14
"Rv3489" 13 13 1 1 6 3 0 0
"Rv3490" 10051 13211 236 282 10731 8461 500 542
"Rv3491" 2535 2648 396 302 2437 1723 478 489
"Rv3492c" 649 785 10 6 696 500 14 24
"Rv3493c" 727 1048 17 17 874 784 32 34
"Rv3494c" 2072 2954 28 22 2298 2219 81 74
"Rv3495c" 1671 2094 56 37 1751 1523 55 88
"Rv3496c" 3241 4160 54 43 3672 2803 93 86
"Rv3497c" 1436 1738 31 24 1612 1304 58 55
"Rv3498c" 1761 1709 40 28 1813 1301 51 70
"Rv3499c" 2212 2058 61 33 2295 1720 107 87
"Rv3500c" 748 759 42 17 781 583 23 41
"Rv3501c" 649 728 130 68 736 464 112 132
"Rv3502c" 901 952 518 449 832 674 664 789
"Rv3503c" 195 281 78 44 222 244 75 127
"Rv3504" 333 355 66 42 355 331 87 105
"Rv3505" 249 303 47 36 221 202 66 75
"Rv3506" 269 380 12 12 285 267 25 39
"Rv3507" 500 968 55 72 698 648 112 187
"Rv3508" 243 771 13 22 357 565 15 46
"Rv3509c" 1727 3109 42 40 2399 2246 72 124
"Rv3510c" 805 899 24 33 870 707 84 49
"Rv3511" 183 525 9 5 332 370 6 10
"Rv3512" 0 17 0 0 2 18 0 1
"Rv3513c" 11 19 0 5 13 9 0 0
"Rv3514" 54 179 4 11 82 113 7 11
"Rv3515c" 547 560 115 82 627 525 77 106
"Rv3516" 322 450 12 31 380 292 29 34
"Rv3517" 136 181 6 6 199 141 2 4
"Rv3518c" 1914 2177 211 141 2104 1682 184 172
"Rv3519" 5068 5167 365 220 5298 3734 415 359
"Rv3520c" 3878 5185 135 184 4719 4442 305 339
"Rv3521" 475 678 57 61 546 485 82 95
"Rv3522" 586 758 26 27 720 559 46 65
"Rv3523" 2178 2752 101 95 2590 1884 190 212
"Rv3524" 2174 2052 37 37 2494 1970 96 78
"Rv3525c" 252 297 12 5 284 208 20 22
"Rv3526" 1483 1507 285 298 1565 1146 439 340
"Rv3527" 344 415 31 52 346 277 75 48
"Rv3528c" 472 574 46 33 544 481 50 50
"Rv3529c" 298 283 52 40 327 236 52 44
"Rv3530c" 140 159 31 25 150 140 20 31
"Rv3531c" 345 470 100 72 444 397 115 128
"Rv3532" 240 294 16 26 208 181 34 24
"Rv3533c" 572 697 110 127 670 665 159 190
"Rv3534c" 733 1058 247 295 883 772 428 448
"Rv3535c" 567 717 151 168 657 553 243 296
"Rv3536c" 795 1011 222 206 908 793 382 388
"Rv3537" 936 998 174 128 1068 880 203 202
"Rv3538" 241 246 32 23 246 183 32 45
"Rv3539" 111 182 5 14 144 114 8 14
"Rv3540c" 879 1079 92 39 997 797 117 104
"Rv3541c" 251 323 22 16 263 263 37 49
"Rv3542c" 982 1180 68 71 1079 883 139 101
"Rv3543c" 958 1085 135 86 1072 787 173 187
"Rv3544c" 794 1027 134 126 824 658 175 245
"Rv3545c" 801 817 250 185 868 816 318 276
"Rv3546" 380 515 122 121 461 392 82 104
"Rv3547" 650 704 31 30 690 526 63 62
